5 1765364759 1.000000 1 1.000000 1.000000 1.000000
5 1765364759 1.000000 1 1.000000 1.000000 1.000000
5 1765364759 1.000000 1 1.000000 1.000000 1.000000
5 1765364759 1.000000 1 1.000000 1.000000 1.000000
5 1765364759 1.000000 1 1.000000 1.000000 1.000000
5 1765364759 1.000000 1 1.000000 1.000000 1.000000
46 1765364921 1.000000 1 1.000000 1.000000 1.000000
46 1765364921 1.000000 1 1.000000 1.000000 1.000000
49 1765364968 1.000000 1 1.000000 1.000000 1.000000
49 1765364968 1.000000 1 1.000000 1.000000 1.000000
49 1765364968 1.000000 1 1.000000 1.000000 1.000000
49 1765364968 1.000000 1 1.000000 1.000000 1.000000
49 1765364968 1.000000 1 1.000000 1.000000 1.000000
49 1765364968 1.000000 1 1.000000 1.000000 1.000000
49 1765365073 1.000000 1 1.000000 1.000000 1.000000
46 1765365116 1.000000 1 1.000000 1.000000 1.000000
49 1765365124 1.000000 1 1.000000 1.000000 1.000000
49 1765365176 1.000000 1 1.000000 1.000000 1.000000
49 1765365201 1.000000 1 1.000000 1.000000 1.000000
