5 1765366731 0.000000 1 0.000000 0.000000 0.000000
6 1765366731 0.000000 1 0.000000 0.000000 0.000000
7 1765366731 0.000000 1 0.000000 0.000000 0.000000
5 1765366736 0.000000 1 0.000000 0.000000 0.000000
6 1765366736 0.000000 1 0.000000 0.000000 0.000000
7 1765366736 0.000000 1 0.000000 0.000000 0.000000
5 1765366741 0.000000 1 0.000000 0.000000 0.000000
6 1765366741 0.000000 1 0.000000 0.000000 0.000000
7 1765366741 0.000000 1 0.000000 0.000000 0.000000
5 1765366746 0.000000 1 0.000000 0.000000 0.000000
6 1765366746 0.000000 1 0.000000 0.000000 0.000000
7 1765366746 0.000000 1 0.000000 0.000000 0.000000
5 1765366751 0.000000 1 0.000000 0.000000 0.000000
6 1765366751 0.000000 1 0.000000 0.000000 0.000000
7 1765366751 0.000000 1 0.000000 0.000000 0.000000
5 1765366756 0.000000 1 0.000000 0.000000 0.000000
6 1765366756 0.000000 1 0.000000 0.000000 0.000000
7 1765366756 0.000000 1 0.000000 0.000000 0.000000
5 1765366761 0.000000 1 0.000000 0.000000 0.000000
6 1765366761 0.000000 1 0.000000 0.000000 0.000000
7 1765366761 0.000000 1 0.000000 0.000000 0.000000
5 1765366766 0.000000 1 0.000000 0.000000 0.000000
6 1765366766 0.000000 1 0.000000 0.000000 0.000000
7 1765366766 0.000000 1 0.000000 0.000000 0.000000
5 1765366771 0.000000 1 0.000000 0.000000 0.000000
6 1765366771 0.000000 1 0.000000 0.000000 0.000000
7 1765366771 0.000000 1 0.000000 0.000000 0.000000
5 1765366776 0.000000 1 0.000000 0.000000 0.000000
6 1765366776 0.000000 1 0.000000 0.000000 0.000000
7 1765366776 0.000000 1 0.000000 0.000000 0.000000
5 1765366781 0.000000 1 0.000000 0.000000 0.000000
6 1765366781 0.000000 1 0.000000 0.000000 0.000000
7 1765366781 0.000000 1 0.000000 0.000000 0.000000
5 1765366786 0.000000 1 0.000000 0.000000 0.000000
6 1765366786 0.000000 1 0.000000 0.000000 0.000000
7 1765366786 0.000000 1 0.000000 0.000000 0.000000
5 1765366791 0.000000 1 0.000000 0.000000 0.000000
6 1765366791 0.000000 1 0.000000 0.000000 0.000000
7 1765366791 0.000000 1 0.000000 0.000000 0.000000
5 1765366796 0.000000 1 0.000000 0.000000 0.000000
6 1765366796 0.000000 1 0.000000 0.000000 0.000000
7 1765366796 0.000000 1 0.000000 0.000000 0.000000
5 1765366801 0.000000 1 0.000000 0.000000 0.000000
6 1765366801 0.000000 1 0.000000 0.000000 0.000000
7 1765366801 0.000000 1 0.000000 0.000000 0.000000
5 1765366806 0.000000 1 0.000000 0.000000 0.000000
6 1765366806 0.000000 1 0.000000 0.000000 0.000000
7 1765366806 0.000000 1 0.000000 0.000000 0.000000
5 1765366811 0.000000 1 0.000000 0.000000 0.000000
6 1765366811 0.000000 1 0.000000 0.000000 0.000000
7 1765366811 0.000000 1 0.000000 0.000000 0.000000
5 1765366816 0.000000 1 0.000000 0.000000 0.000000
6 1765366816 0.000000 1 0.000000 0.000000 0.000000
7 1765366816 0.000000 1 0.000000 0.000000 0.000000
5 1765366821 0.000000 1 0.000000 0.000000 0.000000
6 1765366821 0.000000 1 0.000000 0.000000 0.000000
7 1765366821 0.000000 1 0.000000 0.000000 0.000000
5 1765366826 0.000000 1 0.000000 0.000000 0.000000
6 1765366826 0.000000 1 0.000000 0.000000 0.000000
7 1765366826 0.000000 1 0.000000 0.000000 0.000000
5 1765366831 0.000000 1 0.000000 0.000000 0.000000
6 1765366831 0.000000 1 0.000000 0.000000 0.000000
7 1765366831 0.000000 1 0.000000 0.000000 0.000000
5 1765366836 0.000000 1 0.000000 0.000000 0.000000
6 1765366836 0.000000 1 0.000000 0.000000 0.000000
7 1765366836 0.000000 1 0.000000 0.000000 0.000000
5 1765366841 0.000000 1 0.000000 0.000000 0.000000
6 1765366841 0.000000 1 0.000000 0.000000 0.000000
7 1765366841 0.000000 1 0.000000 0.000000 0.000000
5 1765366846 0.000000 1 0.000000 0.000000 0.000000
6 1765366846 0.000000 1 0.000000 0.000000 0.000000
7 1765366846 0.000000 1 0.000000 0.000000 0.000000
5 1765366851 0.000000 1 0.000000 0.000000 0.000000
6 1765366851 0.000000 1 0.000000 0.000000 0.000000
7 1765366851 0.000000 1 0.000000 0.000000 0.000000
5 1765366856 0.000000 1 0.000000 0.000000 0.000000
6 1765366856 0.000000 1 0.000000 0.000000 0.000000
7 1765366856 0.000000 1 0.000000 0.000000 0.000000
5 1765366861 0.000000 1 0.000000 0.000000 0.000000
6 1765366861 0.000000 1 0.000000 0.000000 0.000000
7 1765366861 0.000000 1 0.000000 0.000000 0.000000
5 1765366866 0.000000 1 0.000000 0.000000 0.000000
6 1765366866 0.000000 1 0.000000 0.000000 0.000000
7 1765366866 0.000000 1 0.000000 0.000000 0.000000
5 1765366871 0.000000 1 0.000000 0.000000 0.000000
6 1765366871 0.000000 1 0.000000 0.000000 0.000000
7 1765366871 0.000000 1 0.000000 0.000000 0.000000
5 1765366876 0.000000 1 0.000000 0.000000 0.000000
6 1765366876 0.000000 1 0.000000 0.000000 0.000000
7 1765366876 0.000000 1 0.000000 0.000000 0.000000
5 1765366881 0.000000 1 0.000000 0.000000 0.000000
6 1765366881 0.000000 1 0.000000 0.000000 0.000000
7 1765366881 0.000000 1 0.000000 0.000000 0.000000
5 1765366886 0.000000 1 0.000000 0.000000 0.000000
6 1765366886 0.000000 1 0.000000 0.000000 0.000000
7 1765366886 0.000000 1 0.000000 0.000000 0.000000
5 1765366891 0.000000 1 0.000000 0.000000 0.000000
6 1765366891 0.000000 1 0.000000 0.000000 0.000000
7 1765366891 0.000000 1 0.000000 0.000000 0.000000
5 1765366896 0.000000 1 0.000000 0.000000 0.000000
6 1765366896 0.000000 1 0.000000 0.000000 0.000000
7 1765366896 0.000000 1 0.000000 0.000000 0.000000
5 1765366901 0.000000 1 0.000000 0.000000 0.000000
6 1765366901 0.000000 1 0.000000 0.000000 0.000000
7 1765366901 0.000000 1 0.000000 0.000000 0.000000
5 1765366906 0.000000 1 0.000000 0.000000 0.000000
6 1765366906 0.000000 1 0.000000 0.000000 0.000000
7 1765366906 0.000000 1 0.000000 0.000000 0.000000
5 1765366911 0.000000 1 0.000000 0.000000 0.000000
6 1765366911 0.000000 1 0.000000 0.000000 0.000000
7 1765366911 0.000000 1 0.000000 0.000000 0.000000
5 1765366916 0.000000 1 0.000000 0.000000 0.000000
6 1765366916 0.000000 1 0.000000 0.000000 0.000000
7 1765366916 0.000000 1 0.000000 0.000000 0.000000
5 1765366921 0.000000 1 0.000000 0.000000 0.000000
